transaction_type,title,ttype,ttype_text,transaction_date,transaction_time,formatted_transaction_date,timezone,player_id,response1,response2,first_name,last_name,player_name,position,team_id,team_city,team_name,team_code,division,team_logo,detail,season_id
2,Signed,1,ADD,2023-12-04,12:27:29,12/04/2023,Canada/Eastern,109,,,Gigi,Marvin,Gigi Marvin (F),F,1,Boston,PWHL Boston,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,2
2,Signed,1,ADD,2023-12-04,12:29:00,12/04/2023,Canada/Eastern,110,,,Amanda,Pelkey,Amanda Pelkey (LW),LW,1,Boston,PWHL Boston,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,2
2,Signed,1,ADD,2023-12-04,12:30:32,12/04/2023,Canada/Eastern,111,,,Taylor,Wenczkowski,Taylor Wenczkowski (F),F,1,Boston,PWHL Boston,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,2
2,Signed,1,ADD,2023-12-04,14:20:38,12/04/2023,Canada/Eastern,121,,,Lauren,Bench,Lauren Bench (G),G,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:01:47,12/04/2023,Canada/Eastern,114,,,Abby,Boreen,Abby Boreen (F),F,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:03:29,12/04/2023,Canada/Eastern,115,,,Michela,Cava,Michela Cava (F),F,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:08:31,12/04/2023,Canada/Eastern,117,,,Abby,Cook,Abby Cook (D),D,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:06:02,12/04/2023,Canada/Eastern,116,,,Clair,DeGeorge,Clair DeGeorge (F),F,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:11:09,12/04/2023,Canada/Eastern,118,,,Emma,Greco,Emma Greco (D),D,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:14:08,12/04/2023,Canada/Eastern,119,,,Dominique,Kremer,Dominique Kremer (D),D,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:23:37,12/04/2023,Canada/Eastern,122,,,Amanda,Leveille,Amanda Leveille (G),G,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,18:47:11,12/04/2023,Canada/Eastern,167,,,Sidney,Morin,Sidney Morin (D),D,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:17:12,12/04/2023,Canada/Eastern,120,,,Nikki,Nightengale,Nikki Nightengale (D),D,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,14:26:12,12/04/2023,Canada/Eastern,123,,,Maddie,Rooney,Maddie Rooney (G),G,2,Minnesota,PWHL Minnesota,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,2
2,Signed,1,ADD,2023-12-04,17:23:52,12/04/2023,Canada/Eastern,162,,,Madison,Bizal,Madison Bizal (D),D,3,Montreal,PWHL Montreal,MON,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Signed,2
2,Signed,1,ADD,2024-11-05,14:02:05,11/05/2024,Canada/Eastern,232,,,Rylind,MacKinnon,Rylind MacKinnon (LD),LD,6,Toronto,Toronto Sceptres,TOR,PWHL,https://assets.leaguestat.com/pwhl/logos/6.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:03:35,11/01/2024,Canada/Eastern,41,,,Abbey,Levy,Abbey Levy (G),G,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:04:08,11/01/2024,Canada/Eastern,147,,,Savannah,Norcross,Savannah Norcross (F),F,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:04:58,11/01/2024,Canada/Eastern,148,,,Madison,Packer,Madison Packer (F),F,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:05:12,11/01/2024,Canada/Eastern,42,,,Abby,Roque,Abby Roque (F),F,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:05:41,11/01/2024,Canada/Eastern,149,,,Jill,Saulnier,Jill Saulnier (LW),LW,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:05:59,11/01/2024,Canada/Eastern,155,,,Corinne,Schroeder,Corinne Schroeder (G),G,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:07:47,11/01/2024,Canada/Eastern,44,,,Ella,Shelton,Ella Shelton (D),D,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:08:26,11/01/2024,Canada/Eastern,45,,,Kayla,Vespa,Kayla Vespa (F),F,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:08:42,11/01/2024,Canada/Eastern,46,,,Olivia,Zafuto,Olivia Zafuto (LD),LD,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-11-01,15:08:59,11/01/2024,Canada/Eastern,47,,,Micah,Zandee-Hart,Micah Zandee-Hart (D),D,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:02:08,10/17/2024,Canada/Eastern,50,,,Ashton,Bell,Ashton Bell (D),D,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:02:49,10/17/2024,Canada/Eastern,52,,,Zoe,Boyd,Zoe Boyd (LD),LD,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:03:11,10/17/2024,Canada/Eastern,53,,,Emily,Clark,Emily Clark (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:03:30,10/17/2024,Canada/Eastern,4,,,Shiann,Darkangelo,Shiann Darkangelo (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:03:49,10/17/2024,Canada/Eastern,56,,,Savannah,Harmon,Savannah Harmon (D),D,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:04:07,10/17/2024,Canada/Eastern,57,,,Gabbie,Hughes,Gabbie Hughes (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:04:22,10/17/2024,Canada/Eastern,108,,,Samantha,Isbell,Samantha Isbell (D),D,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:04:36,10/17/2024,Canada/Eastern,58,,,Brianne,Jenner,Brianne Jenner (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2024-10-17,10:05:03,10/17/2024,Canada/Eastern,72,,,Rebecca,Leslie,Rebecca Leslie (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,4
2,Signed,1,ADD,2025-03-31,16:32:23,03/31/2025,Canada/Eastern,197,,,Tricia,Deguire,Tricia Deguire (G),G,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Signed,5
2,Signed,1,ADD,2025-03-25,22:00:45,03/25/2025,Canada/Eastern,166,,,Marlène,Boissonnault,Marlène Boissonnault (G),G,2,Minnesota,Minnesota Frost,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,5
4,Traded from,0,DEL,2025-03-21,14:15:00,03/21/2025,Canada/Eastern,200,Toronto,BL,Anna,Kjellbin,Anna Kjellbin (D),D,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Traded from Toronto,5
2,Signed,1,ADD,2025-03-14,14:35:51,03/14/2025,Canada/Eastern,193,,,Lucy,Morgan,Lucy Morgan (G),G,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,5
4,Traded from,0,DEL,2025-03-13,,03/13/2025,Canada/Eastern,200,,,Anna,Kjellbin,Anna Kjellbin (D),D,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Traded from ,5
2,Signed,1,ADD,2025-03-13,21:44:40,03/13/2025,Canada/Eastern,128,,,Kaitlin,Willoughby,Kaitlin Willoughby (F),F,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Signed,5
3,Traded to,1,ADD,2025-03-13,,03/13/2025,Canada/Eastern,128,,,Kaitlin,Willoughby,Kaitlin Willoughby (F),F,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Traded to ,5
3,Traded to,1,ADD,2025-03-13,,03/13/2025,Canada/Eastern,200,,,Anna,Kjellbin,Anna Kjellbin (D),D,6,Toronto,Toronto Sceptres,TOR,PWHL,https://assets.leaguestat.com/pwhl/logos/6.png,Traded to ,5
4,Traded from,0,DEL,2025-03-13,,03/13/2025,Canada/Eastern,128,,,Kaitlin,Willoughby,Kaitlin Willoughby (F),F,6,Toronto,Toronto Sceptres,TOR,PWHL,https://assets.leaguestat.com/pwhl/logos/6.png,Traded from ,5
2,Signed,1,ADD,2025-03-11,12:00:00,03/11/2025,Canada/Eastern,207,,Burton Lee,Lauren,Bernard,Lauren Bernard (D),D,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,5
2,Signed,1,ADD,2025-02-11,19:06:40,02/11/2025,Canada/Eastern,212,,,Laura,Kluge,Laura Kluge (LW),LW,6,Toronto,Toronto Sceptres,TOR,PWHL,https://assets.leaguestat.com/pwhl/logos/6.png,Signed,5
4,Traded from,0,DEL,2025-01-21,,01/21/2025,Canada/Eastern,9,,,Taylor,Girard,Taylor Girard (LW),LW,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Traded from ,5
3,Traded to,1,ADD,2025-01-21,,01/21/2025,Canada/Eastern,149,,,Jill,Saulnier,Jill Saulnier (LW),LW,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Traded to ,5
3,Traded to,1,ADD,2025-01-21,,01/21/2025,Canada/Eastern,9,,,Taylor,Girard,Taylor Girard (LW),LW,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Traded to ,5
4,Traded from,0,DEL,2025-01-21,,01/21/2025,Canada/Eastern,149,,,Jill,Saulnier,Jill Saulnier (LW),LW,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Traded from ,5
1,Retired,0,DEL,2025-01-04,21:33:00,01/04/2025,Canada/Eastern,150,,,Taylor,Baker,Taylor Baker (D),D,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Retired,5
3,Traded to,1,ADD,2024-12-30,,12/30/2024,Canada/Eastern,125,,,Victoria,Bach,Victoria Bach (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Traded to ,5
4,Traded from,0,DEL,2024-12-30,,12/30/2024,Canada/Eastern,56,,,Savannah,Harmon,Savannah Harmon (D),D,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Traded from ,5
3,Traded to,1,ADD,2024-12-30,,12/30/2024,Canada/Eastern,71,,,Jocelyne,Larocque,Jocelyne Larocque (D),D,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Traded to ,5
4,Traded from,0,DEL,2024-12-30,,12/30/2024,Canada/Eastern,61,,,Hayley,Scamurra,Hayley Scamurra (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Traded from ,5
2,Signed,1,ADD,2025-10-16,16:35:34,10/16/2025,Canada/Eastern,175,,,Kelly,Babstock,Kelly Babstock (RW),RW,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,7
2,Signed,1,ADD,2025-10-16,16:35:07,10/16/2025,Canada/Eastern,46,,,Olivia,Zafuto,Olivia Zafuto (LD),LD,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,7
2,Signed,1,ADD,2025-10-10,17:41:13,10/10/2025,Canada/Eastern,253,,,Nicole,Gosling,Nicole Gosling (D),D,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Signed,7
2,Signed,1,ADD,2025-09-12,18:40:56,09/12/2025,Canada/Eastern,166,,,Marlène,Boissonnault,Marlène Boissonnault (G),G,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,7
2,Signed,1,ADD,2025-09-12,18:41:37,09/12/2025,Canada/Eastern,39,,,Alexandra,Labelle,Alexandra Labelle (F),F,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Signed,7
2,Signed,1,ADD,2025-09-12,13:10:28,09/12/2025,Canada/Eastern,249,,,Anne,Cherkowski,Anne Cherkowski (F),F,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,7
2,Signed,1,ADD,2025-09-12,18:42:05,09/12/2025,Canada/Eastern,250,,,Hannah,Murphy,Hannah Murphy (G),G,8,Seattle,Seattle Torrent,SEA,PWHL,https://assets.leaguestat.com/pwhl/logos/8.png,Signed,7
2,Signed,1,ADD,2025-09-11,14:25:09,09/11/2025,Canada/Eastern,246,,,Haley,Winn,Haley Winn (RD),RD,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,7
2,Signed,1,ADD,2025-09-11,14:26:46,09/11/2025,Canada/Eastern,247,,,Abby,Hustler,Abby Hustler (F),F,2,Minnesota,Minnesota Frost,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,7
2,Signed,1,ADD,2025-09-11,14:29:22,09/11/2025,Canada/Eastern,248,,,Anna,Segedi,Anna Segedi (F),F,2,Minnesota,Minnesota Frost,MIN,PWHL,https://assets.leaguestat.com/pwhl/logos/2.jpg,Signed,7
2,Signed,1,ADD,2025-09-09,18:50:11,09/09/2025,Canada/Eastern,245,,,Kristýna,Kaltounková,Kristýna Kaltounková (F),F,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,7
2,Signed,1,ADD,2025-08-19,18:11:59,08/19/2025,Canada/Eastern,244,,,Emma,Gentry,Emma Gentry (F),F,6,Toronto,Toronto Sceptres,TOR,PWHL,https://assets.leaguestat.com/pwhl/logos/6.png,Signed,7
2,Signed,1,ADD,2025-07-28,14:12:02,07/28/2025,Canada/Eastern,8,,,Loren,Gabel,Loren Gabel (LW),LW,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,7
2,Signed,1,ADD,2025-07-16,12:36:53,07/16/2025,Canada/Eastern,240,,,Fanuza,Kadirova,Fanuza Kadirova (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,7
2,Signed,1,ADD,2025-07-16,12:35:04,07/16/2025,Canada/Eastern,239,,,Anna,Shokhina,Anna Shokhina (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,7
2,Signed,1,ADD,2025-07-16,12:44:22,07/16/2025,Canada/Eastern,241,,,Sarah,Wozniewicz,Sarah Wozniewicz (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,7
2,Signed,1,ADD,2025-07-15,20:06:50,07/15/2025,Canada/Eastern,183,,,Shay,Maloney,Shay Maloney (RW),RW,1,Boston,Boston Fleet,BOS,PWHL,https://assets.leaguestat.com/pwhl/logos/1.png,Signed,7
2,Signed,1,ADD,2025-07-10,18:31:17,07/10/2025,Canada/Eastern,128,,,Kaitlin,Willoughby,Kaitlin Willoughby (F),F,3,Montréal,Montréal Victoire,MTL,PWHL,https://assets.leaguestat.com/pwhl/logos/3.png,Signed,7
2,Signed,1,ADD,2025-07-10,18:29:30,07/10/2025,Canada/Eastern,205,,,Sarah,Fillier,Sarah Fillier (F),F,4,New York,New York Sirens,NY,PWHL,https://assets.leaguestat.com/pwhl/logos/4.png,Signed,7
2,Signed,1,ADD,2025-07-10,18:37:52,07/10/2025,Canada/Eastern,215,,,Jessica,Adolfsson,Jessica Adolfsson (D),D,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,7
2,Signed,1,ADD,2026-01-19,01:31:44,01/19/2026,Canada/Eastern,115,,,Michela,Cava,Michela Cava (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,8
2,Signed,1,ADD,2026-01-19,01:32:03,01/19/2026,Canada/Eastern,118,,,Emma,Greco,Emma Greco (D),D,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,8
4,Traded from,0,DEL,2026-01-19,,01/19/2026,Canada/Eastern,220,,,Mannon,McMahon,Mannon McMahon (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Traded from ,8
4,Traded from,0,DEL,2026-01-19,,01/19/2026,Canada/Eastern,220,,,Mannon,McMahon,Mannon McMahon (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Traded from ,8
2,Signed,1,ADD,2026-01-19,01:32:16,01/19/2026,Canada/Eastern,192,,,Brooke,McQuigge,Brooke McQuigge (F),F,5,Ottawa,Ottawa Charge,OTT,PWHL,https://assets.leaguestat.com/pwhl/logos/5.png,Signed,8
2,Signed,1,ADD,2026-01-19,01:33:33,01/19/2026,Canada/Eastern,220,,,Mannon,McMahon,Mannon McMahon (F),F,9,Vancouver,Vancouver Goldeneyes,VAN,PWHL,https://assets.leaguestat.com/pwhl/logos/9.png,Signed,8
3,Traded to,1,ADD,2026-01-19,,01/19/2026,Canada/Eastern,220,,,Mannon,McMahon,Mannon McMahon (F),F,9,Vancouver,Vancouver Goldeneyes,VAN,PWHL,https://assets.leaguestat.com/pwhl/logos/9.png,Traded to ,8
3,Traded to,1,ADD,2026-01-19,,01/19/2026,Canada/Eastern,220,,,Mannon,McMahon,Mannon McMahon (F),F,9,Vancouver,Vancouver Goldeneyes,VAN,PWHL,https://assets.leaguestat.com/pwhl/logos/9.png,Traded to ,8
2,Signed,1,ADD,2026-01-19,01:33:21,01/19/2026,Canada/Eastern,221,,,Anna,Meixner,Anna Meixner (F),F,9,Vancouver,Vancouver Goldeneyes,VAN,PWHL,https://assets.leaguestat.com/pwhl/logos/9.png,Signed,8
